Holdings details

Total Stock Market ETF (VTI)


Equity,as of 09/30/2025

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SUB-INDUSTRY,COUNTRY,SECURITYDEPOSITORYRECEIPTTYPE,MARKET VALUE*,SHARES
,B02R1L6,ALLETE Inc,ALE,<0.01%,Electric Utilities,US,---,"$119,503,466.40","1,799,751"
,BCRYTK1,Independence Realty Trust Inc,IRT,<0.01%,Multi-Family Residential REITs,US,---,"$119,195,062.14","7,272,426"
,B3CTNK6,Signet Jewelers Ltd,SIG,<0.01%,Other Specialty Retail,US,---,"$119,053,697.84","1,241,177"
,BMBK002,California Resources Corp,CRC,<0.01%,Oil & Gas Exploration & Production,US,---,"$119,044,334.06","2,238,517"
,B00V7H8,Assured Guaranty Ltd,AGO,<0.01%,Property & Casualty Insurance,US,---,"$118,928,171.00","1,404,940"
,BFXX5X8,Verra Mobility Corp,VRRM,<0.01%,Data Processing & Outsourced Services,US,---,"$118,677,596.70","4,804,761"
,BYXB1Y8,Sunrun Inc,RUN,<0.01%,Electrical Components & Equipment,US,---,"$118,382,658.94","6,846,886"
,2862156,United Community Banks Inc/GA,UCB,<0.01%,Regional Banks,US,---,"$118,335,183.45","3,774,647"
,2946243,Viasat Inc,VSAT,<0.01%,Communications Equipment,US,---,"$118,072,817.70","4,029,789"
,BMZ8604,Cipher Mining Inc,CIFR,<0.01%,Application Software,US,---,"$117,640,758.56","9,343,984"
,BNRR1B2,Atmus Filtration Technologies Inc,ATMU,<0.01%,Construction Machinery & Heavy Transportation Equipment,US,---,"$117,460,667.43","2,605,027"
,2657750,CNO Financial Group Inc,CNO,<0.01%,Life & Health Insurance,US,---,"$116,748,080.05","2,951,911"
,2822019,Advance Auto Parts Inc,AAP,<0.01%,Automotive Retail,US,---,"$116,114,031.20","1,891,108"
,BMHL0Z4,WillScot Holdings Corp,WSC,<0.01%,Construction & Engineering,US,---,"$115,892,358.97","5,489,927"
,BFZ4N46,Cushman & Wakefield PLC,CWK,<0.01%,Real Estate Services,US,---,"$115,855,077.68","7,277,329"
,2874582,Tanger Inc,SKT,<0.01%,Retail REITs,US,---,"$115,572,263.04","3,415,256"
,2809324,Silgan Holdings Inc,SLGN,<0.01%,"Metal, Glass & Plastic Containers",US,---,"$115,366,927.28","2,682,328"
,B011WL6,Genworth Financial Inc,GNW,<0.01%,Life & Health Insurance,US,---,"$115,317,834.00","12,957,060"
,2547323,MDU Resources Group Inc,MDU,<0.01%,Gas Utilities,US,---,"$115,284,325.91","6,473,011"
,2485070,KB Home,KBH,<0.01%,Homebuilding,US,---,"$115,140,924.56","1,809,254"
,BPH0546,Life Time Group Holdings Inc,LTH,<0.01%,Leisure Facilities,US,---,"$115,068,319.20","4,169,142"
,BK7Y2V9,Akero Therapeutics Inc,AKRO,<0.01%,Biotechnology,US,---,"$114,881,563.44","2,419,578"
,B6YR5K3,Telephone and Data Systems Inc,TDS,<0.01%,Wireless Telecommunication Services,US,---,"$114,663,243.24","2,922,101"
,2386849,Korn Ferry,KFY,<0.01%,Human Resource & Employment Services,US,---,"$114,347,459.96","1,634,002"
,BD8S5H8,Novanta Inc,NOVT,<0.01%,Electronic Equipment & Instruments,US,---,"$114,164,991.00","1,139,940"
,BNSNZQ2,Leonardo DRS Inc,DRS,<0.01%,Aerospace & Defense,US,---,"$114,107,088.80","2,513,372"
,BD06LM7,Integer Holdings Corp,ITGR,<0.01%,Health Care Equipment,US,---,"$114,099,155.93","1,104,221"
,2626125,National Health Investors Inc,NHI,<0.01%,Health Care REITs,US,---,"$113,838,991.50","1,431,937"
,BMXYT16,Travel + Leisure Co,TNL,<0.01%,"Hotels, Resorts & Cruise Lines",US,---,"$113,756,659.02","1,912,198"
,B03PGL4,Northwestern Energy Group Inc,NWE,<0.01%,Multi-Utilities,US,---,"$113,733,642.76","1,940,516"
,2475060,Insight Enterprises Inc,NSIT,<0.01%,Technology Distributors,US,---,"$113,347,284.27","999,447"
,BK6TM04,TransMedics Group Inc,TMDX,<0.01%,Health Care Equipment,US,---,"$113,333,893.20","1,010,106"
,B3S4L67,Calix Inc,CALX,<0.01%,Communications Equipment,US,---,"$113,190,091.56","1,844,388"
,BN0TQF4,Zeta Global Holdings Corp,ZETA,<0.01%,Application Software,US,---,"$112,983,045.44","5,686,112"
,BD978B9,IES Holdings Inc,IESC,<0.01%,Construction & Engineering,US,---,"$112,579,089.15","283,111"
,BV0LCR0,Shake Shack Inc,SHAK,<0.01%,Restaurants,US,---,"$112,547,677.44","1,202,304"
,2330318,Exponent Inc,EXPO,<0.01%,Research & Consulting Services,US,---,"$112,373,547.48","1,617,351"
,BN2QTL0,Noble Corp PLC,NE,<0.01%,Oil & Gas Drilling,US,---,"$112,184,214.80","3,966,910"
,BGM1B98,Graham Holdings Co,GHC,<0.01%,Education Services,US,---,"$112,039,883.46","95,166"
,2670809,Renasant Corp,RNST,<0.01%,Regional Banks,US,---,"$111,916,033.53","3,033,777"
,BGYTGH3,PennyMac Financial Services Inc,PFSI,<0.01%,Commercial & Residential Mortgage Finance,US,---,"$111,718,576.52","901,829"
,2350383,Franklin Electric Co Inc,FELE,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$111,639,707.20","1,172,686"
,BMGNTQ5,Lemonade Inc,LMND,<0.01%,Property & Casualty Insurance,US,---,"$111,420,767.92","2,081,464"
,2549385,M/I Homes Inc,MHO,<0.01%,Homebuilding,US,---,"$111,273,542.76","770,379"
,BF7J7N6,Tenable Holdings Inc,TENB,<0.01%,Systems Software,US,---,"$111,068,777.88","3,808,943"
,2447821,Independent Bank Corp,INDB,<0.01%,Regional Banks,US,---,"$110,904,203.69","1,603,357"
,BN4LSB6,Allegro MicroSystems Inc,ALGM,<0.01%,Semiconductors,US,---,"$110,865,713.20","3,796,771"
,2296926,First BanCorp/Puerto Rico,FBP,<0.01%,Regional Banks,US,---,"$110,767,998.60","5,023,492"
,BMZLFJ5,Amentum Holdings Inc,AMTM,<0.01%,Research & Consulting Services,US,---,"$110,708,204.40","4,622,472"
,B3SKZK7,Americold Realty Trust Inc,COLD,<0.01%,Industrial REITs,US,---,"$110,603,271.60","9,036,215"
,BP8S8J5,Lantheus Holdings Inc,LNTH,<0.01%,Health Care Supplies,US,---,"$110,398,185.99","2,152,431"
,2769978,Kadant Inc,KAI,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$110,374,802.64","370,908"
,2242929,Amkor Technology Inc,AMKR,<0.01%,Semiconductor Materials & Equipment,US,---,"$110,324,940.40","3,884,681"
,2804501,Argan Inc,AGX,<0.01%,Construction & Engineering,US,---,"$110,210,645.60","408,112"
,BFYVKR0,Victory Capital Holdings Inc,VCTR,<0.01%,Asset Management & Custody Banks,US,---,"$109,591,729.00","1,692,275"
,2616137,Bruker Corp,BRKR,<0.01%,Life Sciences Tools & Services,US,---,"$109,231,639.92","3,362,008"
,BRJTVC5,BGC Group Inc,BGC,<0.01%,Investment Banking & Brokerage,US,---,"$109,055,570.58","11,528,073"
,2415594,Hawkins Inc,HWKN,<0.01%,Commodity Chemicals,US,---,"$108,792,218.88","595,404"
,2664103,Otter Tail Corp,OTTR,<0.01%,Electric Utilities,US,---,"$108,791,977.49","1,327,217"
,BJ7WJS2,Peloton Interactive Inc,PTON,<0.01%,Leisure Products,US,---,"$108,524,223.00","12,058,247"
,2420640,Highwoods Properties Inc,HIW,<0.01%,Office REITs,US,---,"$108,513,264.04","3,410,222"
,2320148,Euronet Worldwide Inc,EEFT,<0.01%,Transaction & Payment Processing Services,US,---,"$108,122,560.44","1,231,324"
,2356585,Fulton Financial Corp,FULT,<0.01%,Regional Banks,US,---,"$107,669,253.24","5,779,348"
,BLDCK32,Loar Holdings Inc,LOAR,<0.01%,Aerospace & Defense,US,---,"$107,413,760.00","1,342,672"
,2411053,Harley-Davidson Inc,HOG,<0.01%,Motorcycle Manufacturers,US,---,"$107,152,823.70","3,840,603"
,BMXL9H3,Eastern Bankshares Inc,EBC,<0.01%,Regional Banks,US,---,"$106,951,706.40","5,892,656"
,BFV4XW8,Energy Fuels Inc/Canada,UUUU,<0.01%,Coal & Consumable Fuels,US,---,"$106,784,577.50","6,956,650"
,BK63SF3,Envista Holdings Corp,NVST,<0.01%,Health Care Equipment,US,---,"$106,508,496.78","5,228,694"
,BF2X272,Warrior Met Coal Inc,HCC,<0.01%,Steel,US,---,"$106,435,927.16","1,672,469"
,BNBRMS2,Terawulf Inc,WULF,<0.01%,Application Software,US,---,"$106,395,560.58","9,316,599"
,2503206,Marzetti Company/The,MZTI,<0.01%,Packaged Foods & Meats,US,---,"$105,471,879.95","610,405"
,B9NSBM2,ADMA Biologics Inc,ADMA,<0.01%,Biotechnology,US,---,"$105,432,594.30","7,191,855"
,BN7K304,Academy Sports & Outdoors Inc,ASO,<0.01%,Other Specialty Retail,US,---,"$105,090,469.38","2,100,969"
,BSRKCK2,Metsera Inc,MTSR,<0.01%,Biotechnology,US,---,"$104,565,753.67","1,998,199"
,2673154,Patrick Industries Inc,PATK,<0.01%,Automotive Parts & Equipment,US,---,"$104,273,885.37","1,008,159"
,B4N0JJ6,Visteon Corp,VC,<0.01%,Automotive Parts & Equipment,US,---,"$104,141,799.32","868,862"
,B05BRL7,Bancorp Inc/The,TBBK,<0.01%,Regional Banks,US,---,"$104,119,716.78","1,390,302"
,2110703,Robert Half Inc,RHI,<0.01%,Human Resource & Employment Services,US,---,"$104,012,304.28","3,060,986"
,B7KH3G6,Ambarella Inc,AMBA,<0.01%,Semiconductors,US,---,"$103,888,966.60","1,258,955"
,BQQ8816,Hut 8 Corp,HUT,<0.01%,Application Software,US,---,"$103,696,901.40","2,978,940"
,2117726,Brady Corp,BRC,<0.01%,Commercial Printing,US,---,"$102,880,370.16","1,318,472"
,BZ0P3Z5,TEGNA Inc,TGNA,<0.01%,Broadcasting,US,---,"$102,671,602.83","5,050,251"
,BQ7W2W6,Crane NXT Co,CXT,<0.01%,Electronic Equipment & Instruments,US,---,"$102,669,749.95","1,530,785"
,2756152,COPT Defense Properties,CDP,<0.01%,Office REITs,US,---,"$102,631,754.14","3,531,719"
,2926773,VSE Corp,VSEC,<0.01%,Aerospace & Defense,US,---,"$102,617,458.40","617,285"
,2354664,HB Fuller Co,FUL,<0.01%,Specialty Chemicals,US,---,"$102,589,256.64","1,730,588"
,BN4JNC6,Klaviyo Inc,KVYO,<0.01%,Application Software,US,---,"$102,290,985.81","3,694,149"
,BN93088,Broadstone Net Lease Inc,BNL,<0.01%,Diversified REITs,US,---,"$102,281,625.50","5,723,650"
,2501578,Ligand Pharmaceuticals Inc,LGND,<0.01%,Pharmaceuticals,US,---,"$102,184,094.70","576,855"
,2884224,Terex Corp,TEX,<0.01%,Construction Machinery & Heavy Transportation Equipment,US,---,"$101,683,166.40","1,982,128"
,2092942,PriceSmart Inc,PSMT,<0.01%,Consumer Staples Merchandise Retail,US,---,"$101,463,782.51","837,229"
,BL6JK96,Soleno Therapeutics Inc,SLNO,<0.01%,Biotechnology,US,---,"$101,391,414.80","1,499,873"
,BMPRZV5,Kymera Therapeutics Inc,KYMR,<0.01%,Biotechnology,US,---,"$100,776,979.20","1,780,512"
,2463344,Griffon Corp,GFF,<0.01%,Building Products,US,---,"$100,578,920.00","1,320,800"
,BFRBX34,CommScope Holding Co Inc,COMM,<0.01%,Communications Equipment,US,---,"$100,539,055.08","6,494,771"
,2458878,Blackbaud Inc,BLKB,<0.01%,Application Software,US,---,"$100,338,777.16","1,560,236"
,BQPDNZ1,StandardAero Inc,SARO,<0.01%,Aerospace & Defense,US,---,"$100,316,102.41","3,675,929"
,BDC6HG1,First Hawaiian Inc,FHB,<0.01%,Regional Banks,US,---,"$99,396,153.61","4,003,067"
,BL9XML1,Perimeter Solutions Inc,PRM,<0.01%,Specialty Chemicals,US,---,"$98,667,154.89","4,406,751"
,BJDX8Y8,Mirum Pharmaceuticals Inc,MIRM,<0.01%,Biotechnology,US,---,"$98,545,941.16","1,344,236"
,BLPNRR6,Magnite Inc,MGNI,<0.01%,Advertising,US,---,"$98,460,127.26","4,520,667"
,2190750,Chesapeake Utilities Corp,CPK,<0.01%,Gas Utilities,US,---,"$98,365,319.21","730,309"
,BMFQC33,Hayward Holdings Inc,HAYW,<0.01%,Building Products,US,---,"$98,310,013.20","6,501,985"
,2692933,Polaris Inc,PII,<0.01%,Leisure Products,US,---,"$98,303,584.87","1,691,099"
,B0650P3,Prestige Consumer Healthcare Inc,PBH,<0.01%,Pharmaceuticals,US,---,"$97,860,172.80","1,568,272"
,2067672,AZZ Inc,AZZ,<0.01%,Building Products,US,---,"$97,708,017.68","895,336"
,2222062,Community Financial System Inc,CBU,<0.01%,Regional Banks,US,---,"$97,575,142.16","1,663,969"
,B4Y1MH7,OPENLANE Inc,KAR,<0.01%,Diversified Support Services,US,---,"$97,432,157.36","3,385,412"
,BYY9947,Red Rock Resorts Inc,RRR,<0.01%,Casinos & Gaming,US,---,"$97,287,142.24","1,593,304"
,BDVPZV0,Peabody Energy Corp,BTU,<0.01%,Coal & Consumable Fuels,US,---,"$97,057,100.40","3,659,770"
,2001119,AAR Corp,AIR,<0.01%,Aerospace & Defense,US,---,"$97,041,681.03","1,082,209"
,2554163,MGE Energy Inc,MGEE,<0.01%,Electric Utilities,US,---,"$96,983,525.46","1,152,097"
,2264235,Cathay General Bancorp,CATY,<0.01%,Regional Banks,US,---,"$96,864,399.88","2,017,588"
,B52KRV2,Kemper Corp,KMPR,<0.01%,Property & Casualty Insurance,US,---,"$96,700,376.80","1,875,856"
,B3CLS18,MYR Group Inc,MYRG,<0.01%,Construction & Engineering,US,---,"$96,688,391.43","464,781"
,BN7KCQ3,Eos Energy Enterprises Inc,EOSE,<0.01%,Electrical Components & Equipment,US,---,"$96,458,584.12","8,468,708"
,B0XXJN1,PotlatchDeltic Corp,PCH,<0.01%,Timber REITs,US,---,"$96,318,982.00","2,363,656"
,BGH1M56,Perrigo Co PLC,PRGO,<0.01%,Pharmaceuticals,US,---,"$96,270,537.60","4,322,880"
,BFZQ0L8,Scholar Rock Holding Corp,SRRK,<0.01%,Biotechnology,US,---,"$96,244,880.76","2,584,449"
,2942605,Avista Corp,AVA,<0.01%,Multi-Utilities,US,---,"$96,013,844.37","2,539,377"
,BLD30T1,Clear Secure Inc,YOU,<0.01%,Application Software,US,---,"$95,890,659.24","2,872,698"
,BYXR425,RH,RH,<0.01%,Homefurnishing Retail,US,---,"$95,824,070.88","471,668"
,BMHWY55,Avient Corp,AVNT,<0.01%,Specialty Chemicals,US,---,"$95,208,431.90","2,889,482"
,BF429K9,Brighthouse Financial Inc,BHF,<0.01%,Life & Health Insurance,US,---,"$95,039,740.00","1,790,500"
,BYSLHX4,Hilton Grand Vacations Inc,HGV,<0.01%,"Hotels, Resorts & Cruise Lines",US,---,"$94,960,669.83","2,271,243"
,BD420Q8,Axcelis Technologies Inc,ACLS,<0.01%,Semiconductor Materials & Equipment,US,---,"$94,936,348.40","972,310"
,B8GNC91,Matson Inc,MATX,<0.01%,Marine Transportation,US,---,"$94,588,330.49","959,411"
,BF5D6S8,Cargurus Inc,CARG,<0.01%,Interactive Media & Services,US,---,"$94,479,501.75","2,537,725"
,B3KFWW1,Transocean Ltd,RIG,<0.01%,Oil & Gas Drilling,US,---,"$94,478,916.48","30,281,704"
,BMG9GG2,Civitas Resources Inc,CIVI,<0.01%,Oil & Gas Exploration & Production,US,---,"$94,217,175.00","2,898,990"
,BJYLZK6,Palomar Holdings Inc,PLMR,<0.01%,Property & Casualty Insurance,US,---,"$94,137,626.50","806,318"
,BGDW5G5,NMI Holdings Inc,NMIH,<0.01%,Commercial & Residential Mortgage Finance,US,---,"$94,103,536.32","2,454,448"
,BD3WZS6,BlackLine Inc,BL,<0.01%,Application Software,US,---,"$93,964,963.50","1,769,585"
,B94QHZ0,Blackstone Mortgage Trust Inc,BXMT,<0.01%,Mortgage REITs,US,---,"$93,823,085.51","5,096,311"
,BM8JV32,Planet Labs PBC,PL,<0.01%,Research & Consulting Services,US,---,"$93,456,778.80","7,200,060"
,2697422,Powell Industries Inc,POWL,<0.01%,Electrical Components & Equipment,US,---,"$93,431,275.63","306,523"
,2940375,WSFS Financial Corp,WSFS,<0.01%,Regional Banks,US,---,"$92,967,608.01","1,723,857"
,2966876,Rush Enterprises Inc,RUSHA,<0.01%,Trading Companies & Distributors,US,---,"$92,436,476.38","1,728,754"
,B9BP4R1,Boise Cascade Co,BCC,<0.01%,Trading Companies & Distributors,US,---,"$92,254,435.32","1,193,151"
,BPG82M8,Symbotic Inc,SYM,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$92,101,732.80","1,708,752"
,2681760,Tutor Perini Corp,TPC,<0.01%,Construction & Engineering,US,---,"$92,077,996.78","1,403,842"
,2953782,WesBanco Inc,WSBC,<0.01%,Regional Banks,US,---,"$91,857,820.50","2,876,850"
,B1W7RQ0,Cinemark Holdings Inc,CNK,<0.01%,Movies & Entertainment,US,---,"$91,811,817.06","3,276,653"
,2658526,Olin Corp,OLN,<0.01%,Commodity Chemicals,US,---,"$91,676,789.61","3,668,539"
,BVY4KF9,Lucid Group Inc,LCID,<0.01%,Automobile Manufacturers,US,---,"$91,441,242.36","3,843,684"
,2551551,McGrath RentCorp,MGRC,<0.01%,Trading Companies & Distributors,US,---,"$91,276,291.20","778,144"
,B8FW545,Artisan Partners Asset Management Inc,APAM,<0.01%,Asset Management & Custody Banks,US,---,"$90,987,275.40","2,096,481"
,B3NNTZ4,BankUnited Inc,BKU,<0.01%,Regional Banks,US,---,"$90,756,729.36","2,378,321"
,BRRD6G8,NCR Atleos Corp,NATL,<0.01%,Transaction & Payment Processing Services,US,---,"$90,645,400.72","2,305,912"
,2024901,ABM Industries Inc,ABM,<0.01%,Environmental & Facilities Services,US,---,"$90,603,477.92","1,964,516"
,BWTVWD4,Virtu Financial Inc,VIRT,<0.01%,Investment Banking & Brokerage,US,---,"$90,220,410.00","2,541,420"
,BMC8TD1,nCino Inc,NCNO,<0.01%,Application Software,US,---,"$90,138,228.77","3,324,907"
,2764188,SM Energy Co,SM,<0.01%,Oil & Gas Exploration & Production,US,---,"$89,967,858.86","3,603,038"
,BPJM8Q3,BrightSpring Health Services Inc,BTSG,<0.01%,Health Care Services,US,---,"$89,784,391.16","3,037,361"
,2943523,Penske Automotive Group Inc,PAG,<0.01%,Automotive Retail,US,---,"$89,713,560.42","515,862"
,2891826,FormFactor Inc,FORM,<0.01%,Semiconductor Materials & Equipment,US,---,"$89,020,240.56","2,444,268"
,BQQG1V1,Viking Therapeutics Inc,VKTX,<0.01%,Biotechnology,US,---,"$89,004,683.52","3,386,784"
,BRBCSP4,CG oncology Inc,CGON,<0.01%,Biotechnology,US,---,"$88,984,118.92","2,209,139"
,BMY0YX0,Valaris Ltd,VAL,<0.01%,Oil & Gas Drilling,US,---,"$88,855,233.48","1,821,924"
,BYXB201,Viavi Solutions Inc,VIAV,<0.01%,Communications Equipment,US,---,"$88,475,009.94","6,972,026"
,BMWF095,ZoomInfo Technologies Inc,GTM,<0.01%,Interactive Media & Services,US,---,"$88,292,022.51","8,092,761"
,2267171,American States Water Co,AWR,<0.01%,Water Utilities,US,---,"$88,166,933.40","1,202,495"
,2451918,ICU Medical Inc,ICUI,<0.01%,Health Care Supplies,US,---,"$88,119,137.16","734,571"
,BND7X43,Gulfport Energy Corp,GPOR,<0.01%,Oil & Gas Exploration & Production,US,---,"$87,955,556.08","485,996"
,BLGZN51,Warby Parker Inc,WRBY,<0.01%,Other Specialty Retail,US,---,"$87,861,716.32","3,185,704"
,2682105,Penn Entertainment Inc,PENN,<0.01%,Casinos & Gaming,US,---,"$87,687,101.34","4,552,809"
,BMDP209,Privia Health Group Inc,PRVA,<0.01%,Health Care Services,US,---,"$87,582,986.10","3,517,389"
,B92CQF3,Tri Pointe Homes Inc,TPH,<0.01%,Homebuilding,US,---,"$87,255,138.18","2,568,594"
,BLDC8J4,Organon & Co,OGN,<0.01%,Pharmaceuticals,US,---,"$86,949,692.76","8,141,357"
,2730781,CBIZ Inc,CBZ,<0.01%,Research & Consulting Services,US,---,"$86,862,502.88","1,640,153"
,BNLYWQ1,GEO Group Inc/The,GEO,<0.01%,Security & Alarm Services,US,---,"$86,789,841.33","4,235,717"
,BRYQ4L1,Enova International Inc,ENVA,<0.01%,Consumer Finance,US,---,"$86,538,127.53","751,917"
,B4TZV44,Walker & Dunlop Inc,WD,<0.01%,Commercial & Residential Mortgage Finance,US,---,"$86,126,258.64","1,029,972"
,2106780,Choice Hotels International Inc,CHH,<0.01%,"Hotels, Resorts & Cruise Lines",US,---,"$86,038,388.34","804,774"
,2810133,Simmons First National Corp,SFNC,<0.01%,Regional Banks,US,---,"$86,012,876.16","4,486,848"
,B4RGHN0,First Interstate BancSystem Inc,FIBK,<0.01%,Regional Banks,US,---,"$85,986,152.36","2,698,028"
,2165383,California Water Service Group,CWT,<0.01%,Water Utilities,US,---,"$85,595,725.93","1,865,237"
,2508386,Plug Power Inc,PLUG,<0.01%,Electrical Components & Equipment,US,---,"$85,428,236.07","36,664,479"
,BS7K7M9,Freshpet Inc,FRPT,<0.01%,Packaged Foods & Meats,US,---,"$85,092,044.40","1,544,040"
,BP5DSY8,Lineage Inc,LINE,<0.01%,Industrial REITs,US,---,"$85,019,592.00","2,200,300"
,BJ62Z18,Ultragenyx Pharmaceutical Inc,RARE,<0.01%,Biotechnology,US,---,"$84,960,869.76","2,824,497"
,2944742,WD-40 Co,WDFC,<0.01%,Household Products,US,---,"$84,885,798.40","429,584"
,BPF0BB7,Freshworks Inc,FRSH,<0.01%,Application Software,US,---,"$84,705,688.65","7,196,745"
,BNZJHH8,Remitly Global Inc,RELY,<0.01%,Transaction & Payment Processing Services,US,---,"$84,620,732.80","5,191,456"
,2048592,American Eagle Outfitters Inc,AEO,<0.01%,Apparel Retail,US,---,"$84,586,296.36","4,943,676"
,BNKVRZ7,Sotera Health Co,SHC,<0.01%,Life Sciences Tools & Services,US,---,"$84,523,786.49","5,373,413"
,2689162,Agilysys Inc,AGYS,<0.01%,Application Software,US,---,"$84,456,599.50","802,438"
,2713317,ACADIA Pharmaceuticals Inc,ACAD,<0.01%,Biotechnology,US,---,"$84,346,243.30","3,952,495"
,2566522,Acadia Realty Trust,AKR,<0.01%,Retail REITs,US,---,"$84,338,711.60","4,185,544"
,BF1GM16,Cactus Inc. Class A,WHD,<0.01%,Oil & Gas Equipment & Services,US,---,"$84,261,424.34","2,134,822"
,BFTWZY0,Veracyte Inc,VCYT,<0.01%,Biotechnology,US,---,"$84,149,146.72","2,451,184"
,BDRW1P1,REV Group Inc,REVG,<0.01%,Construction Machinery & Heavy Transportation Equipment,US,---,"$83,421,810.21","1,472,063"
,BF1Q6P8,Newmark Group Inc,NMRK,<0.01%,Real Estate Services,US,---,"$82,926,982.55","4,446,487"
,B2PFJR3,Dana Inc,DAN,<0.01%,Automotive Parts & Equipment,US,---,"$82,894,878.84","4,136,471"
,BH65L93,Seacoast Banking Corp of Florida,SBCF,<0.01%,Regional Banks,US,---,"$82,763,727.01","2,719,807"
,2407052,Extreme Networks Inc,EXTR,<0.01%,Communications Equipment,US,---,"$82,700,524.20","4,004,868"
,BGR7KH2,YETI Holdings Inc,YETI,<0.01%,Leisure Products,US,---,"$82,627,390.86","2,490,277"
,2074070,Bank of Hawaii Corp,BOH,<0.01%,Regional Banks,US,---,"$82,624,284.36","1,258,749"
,BTPSGQ9,Urban Edge Properties,UE,<0.01%,Retail REITs,US,---,"$81,204,326.24","3,966,992"
,BWH64F7,American Superconductor Corp,AMSC,<0.01%,Electrical Components & Equipment,US,---,"$81,142,478.35","1,366,265"
,BZ16HK0,Four Corners Property Trust Inc,FCPT,<0.01%,Other Specialized REITs,US,---,"$81,115,921.20","3,324,423"
,B1CL8J2,Avis Budget Group Inc,CAR,<0.01%,Passenger Ground Transportation,US,---,"$81,102,578.70","505,076"
,BMG95P4,Informatica Inc,INFA,<0.01%,Application Software,US,---,"$80,989,081.20","3,260,430"
,BSWW195,Concentra Group Holdings Parent Inc,CON,<0.01%,Health Care Facilities,US,---,"$80,964,963.17","3,868,369"
,B72ZBG4,Supernus Pharmaceuticals Inc,SUPN,<0.01%,Pharmaceuticals,US,---,"$80,828,326.17","1,691,323"
,B1F76F9,Western Union Co/The,WU,<0.01%,Transaction & Payment Processing Services,US,---,"$80,788,863.53","10,111,247"
,BYNPPC6,DENTSPLY SIRONA Inc,XRAY,<0.01%,Health Care Supplies,US,---,"$80,737,460.10","6,362,290"
,BTFK8V4,Outfront Media Inc,OUT,<0.01%,Other Specialized REITs,US,---,"$80,705,224.24","4,405,307"
,2840174,Standex International Corp,SXI,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$80,553,573.10","380,149"
,BXRTX56,Apple Hospitality REIT Inc,APLE,<0.01%,Hotel & Resort REITs,US,---,"$80,525,692.87","6,704,887"
,BBGVT51,News Corp,NWS,<0.01%,Publishing,US,---,"$80,476,036.65","2,329,263"
,2139151,LXP Industrial Trust,LXP,<0.01%,Industrial REITs,US,---,"$80,119,415.04","8,941,899"
,2466428,UniFirst Corp/MA,UNF,<0.01%,Diversified Support Services,US,---,"$79,572,241.41","475,939"
,2839268,Synaptics Inc,SYNA,<0.01%,Semiconductors,US,---,"$79,502,928.96","1,163,344"
,BN6QSL9,RXO Inc,RXO,<0.01%,Cargo Ground Transportation,US,---,"$79,399,865.20","5,162,540"
